Nº SAG,NOMBRE COMERCIAL ,APTITUD,SERIE,FORMULACIÓN (CÓDIGO),FORMULADO EN QUE SE BASA,INGREDIENTE ACTIVO EN QUE SE BASA,TOXICIDAD (CÓDIGO),TOXICIDAD PECES Y ALGAS,TOXICIDAD AVES,TOXICIDAD ABEJAS,INFLAMABLE,CORROSIVO,EXPLOSIVO,MODO DE ACCIÓN,TIPO DE PLAGUICIDA (NATURAL),REPRESENTANTE LEGAL,TITULAR AUTORIZACIÓN,FECHA PRIMERA AUTORIZACION,FECHA VENCIMIENTO,NORMA DE AUTORIZACION,SITUACION ,PAIS DE DESTINO (SOLO EXPORTACION)
1861,ACAROSPRAY COA,INSECTICIDA - FUNGICIDA - ACARICIDA - COADYUVANTE,1000 Insecticida,Concentrado Emulsionable (EC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,Leonardo Galindo Calvo,YPF CHILE S.A.,10/08/2018,10/08/2028,3670/1999,VIGENTE,
1863,KONAN 240 SC,ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),NO APLICA,NO APLICA,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Altamente Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,09/29/2018,09/29/2028,3670/1999,VIGENTE,NO APLICA
1864,BELENUS 30 WG,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),NO APLICA,NO APLICA,III (Poco Peligroso),Moderadamente Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,09/29/2018,09/29/2028,3670/1999,VIGENTE,NO APLICA
1865,VERIMARK,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),BASADO EN SUSTANCIA ACTIVA DE AZYRA (N°1839),NO APLICA,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Moderadamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,SISTEMICO Y CONTACTO,,FABIO RICARDO MORETTO,FMC QUÍMICA CHILE LTDA.,11/22/2018,11/22/2028,3670/1999,VIGENTE,NO APLICA
1866,SPRINGER,ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,III (Poco Peligroso),Moderadamente Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,10/30/2018,10/30/2028,3670/1999,VIGENTE,NO APLICA
1867,NEMATHORIN 10G,NEMATICIDA,1000 Insecticida,Granulado (GR),NO APLICA,NO APLICA,II (Moderadamente Peligroso),Moderadamente Tóxico,Moderadamente Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"CONTACTO, SISTEMICO",,CARLOS MANASEVICH TOLOSA,ISK BIOSCIENCES CORPORATION CHILE Y COMPAÑIA LIMITADA,01/17/2019,01/17/2029,3670/1999,VIGENTE,NO APLICA
1869,FORTENZA,INSECTICIDA,1000 Insecticida,Suspensión Concentrada Para Tratamiento De Semillas (FS),BASADO EN SUSTANCIA ACTIVA DE AZYRA (N°1839),,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,SISTEMICO,,Pedro Donoso Maslov,SYNGENTA S.A.,03/20/2019,03/20/2029,3670/1999,VIGENTE,
1870,VERTIMEC FLORA,ACARICIDA,1000 Insecticida,Concentrado Soluble (SL),SUSTANCIA ACTIVA DE VERTIMEC 018 EC,NO APLICA,III (Poco Peligroso),Muy Tóxico,Prácticamente No Tóxico,Muy Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,INGESTIÓN Y CONTACTO,,Pedro Donoso Maslov,SYNGENTA S.A.,03/28/2019,03/28/2029,3670/1999,VIGENTE,NO APLICA
1871,GALACTIC,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),NO APLICA,NO APLICA,II (Moderadamente Peligroso),Ligeramente Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,MAURICIO ZWANZGER VISKOVIC,AGROSPEC S.A.,04/01/2019,04/01/2029,3670/1999,VIGENTE,NO APLICA
1872,AVAUNT,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),"CLON DE AVAUNT 30 WG, N°1.733",1733,III (Poco Peligroso),Tóxico,Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,Gonzalo Vásquez,FMC QUÍMICA CHILE LTDA.,06/20/2019,06/20/2029,1557/2014,VIGENTE,NO APLICA
1873,ACETAMIPRID 20% SP ,INSECTICIDA,1000 Insecticida,Polvo Soluble (PS),BASADO EN SUSTANCIA ACTIVA DE ACETAMIPRID 70% WP AGROSPEC (N°1820),,II (Moderadamente Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y contacto,,MAURICIO ZWANZGER VUSKOVIC,AGROSPEC S.A.,06/21/2019,06/21/2029,1557/2014,VIGENTE,NO APLICA
1874,TWINGUARD,INSECTICIDA,1000 Insecticida,Combi-Pak Sólido-Líquido (KK),BASADO EN SUSTANCIA ACTIVA ESPINETORAM Y P. FORMULADO AUT SAG (N°1779) Y EN SUSTANCIA ACTIVA SULFOXAFLOR Y P. FORMULADO AUT SAG Nº 1.811,,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,CONTACTO E INGESTION,,Jorge Andrés Grau Nuñez,AGRO CORTEVA CHILE S.A,08/08/2019,08/08/2029,1557/2014,VIGENTE,NO APLICA
1875,PREDECTOR 125 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,NO APLICA,II (Moderadamente Peligroso),Nocivo,Prácticamente No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,FACUNDO GANIN,POINT INDUSTRIAL Y COMERCIAL CHILE S.A.,08/06/2019,08/06/2029,3670/1999,VIGENTE,NO APLICA
1876,SPIRIDOR,ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),NO APLICA,NO APLICA,II (Moderadamente Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,CHRISTIAN ZWANZGER,AGROSPEC S.A.,08/05/2019,08/05/2029,1557/2014,VIGENTE,NO APLICA
1878,REQUIEM PRIME,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),NO APLICA,NO,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,No Tóxico,No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,contacto: degradación de las cutículas resultando en una disrupción de la movilidad y respiración del insecto.,Químico Natural,Vicente Bravo Palma,BAYER S.A.,09/13/2019,09/13/2029,1557/2014,VIGENTE,NO APLICA
1879,LEVERAGE,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),"I.A. IMIDACLOPRID EN CONFIDOR 350 SC, N° 1455 / I.A. BETA-CIFLUTRINA EN MONARCA 112,5 SE, Nº SAG 1635",1845,III (Poco Peligroso),Altamente Tóxico,Poco Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, contacto e ingestión",,Vicente Bravo Palma,BAYER S.A.,09/16/2019,09/16/2029,3670/1999,VIGENTE,NO APLICA
1880,ACRAMITE 480 SC,ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),BASADO EN LA SUSTANCIA ACTIVA DEL PRODUCTO ACRAMITE 50 WP (AUT. DEL SAG N° 1.626),NO APLICA,III (Poco Peligroso),Moderadamente Tóxico,Moderadamente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,CONTACTO Y RESIDUAL,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,09/27/2019,09/27/2029,3670/1999,VIGENTE,NO APLICA
1881,FONTE 75 EW,INSECTICIDA,1000 Insecticida,Emulsión Aceite En Agua (EW),"CLON DE RUFAST 75 EW, N° 1618",1618,III (Poco Peligroso),Tóxico,Moderadamente Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,"FABIO RICARDO MORETTO 
LUIS GONZALO VIOLLIER SALAS",FMC QUÍMICA CHILE LTDA.,11/14/2019,11/14/2029,1557/2014,VIGENTE,NO APLICA
1882,NUPRID 60 FS,INSECTICIDA,1000 Insecticida,Suspensión Concentrada Para Tratamiento De Semillas (FS),BASADO EN LA SUSTANCIA ACTIVA DEL PRODUCTO NUPRID (AUT. DEL SAG N° 1.714),NO APLICA,II (Moderadamente Peligroso),No Tóxico,Ligeramente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"SISTEMICO, DE CONTACTO E INGESTION",,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,10/25/2019,10/25/2029,3670/1999,VIGENTE,NO APLICA
1883,NEMESIS 5 SG,INSECTICIDA,1000 Insecticida,Granulado Hidrosoluble (SG),,NO APLICA,III (Poco Peligroso),Muy Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,INGESTION Y CONTACTO,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,11/11/2019,11/11/2029,3670/1999,VIGENTE,
1884,BORNEO 11 SC,ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),NO APLICA,NO APLICA,II (Moderadamente Peligroso),Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"INGESTION , CONTACTO Y TRANSLAMINAR",,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,11/18/2019,11/18/2029,3670/1999,VIGENTE,NO APLICA
1885,EPINGLE 10 EW,INSECTICIDA,1000 Insecticida,Emulsión Aceite En Agua (EW),S.A ADMIRAL 10 EC N° SAG 1787,NO APLICA,II (Moderadamente Peligroso),Tóxico,Virtualmente No Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,12/29/2019,12/29/2029,3670/1999,VIGENTE,
1886,URANO 200 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,,,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,10/28/2020,10/28/2030,3670/1999,VIGENTE,NO APLICA
1887,SIVANTO PRIME,INSECTICIDA,1000 Insecticida,Concentrado Soluble (SL),,,II (Moderadamente Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, contacto e ingestión",,Vicente Bravo Palma,BAYER S.A.,05/16/2020,05/16/2030,3670/1999,VIGENTE,NO APLICA
1888,BISMARCK,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Ligeramente Tóxico,Moderadamente Tóxico,Moderadamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,CHRISTIAN ZWANZGER,AGROSPEC S.A.,05/22/2020,05/22/2030,3670/1999,VIGENTE,NO APLICA
1889,KAISO SORBIE 24 EG,INSECTICIDA,1000 Insecticida,Gránulos Emulsionables (EG),,NO APLICA,II (Moderadamente Peligroso),Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,07/19/2020,07/19/2030,3670/1999,VIGENTE,NO APLICA
1890,TREBON 30 EC,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),SI,,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,Prácticamente No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y acción estomacal,,SHINNOSUKE ONO,SUMMIT AGRO CHILE SpA.,07/27/2020,07/27/2030,1557/2014,VIGENTE,
1892,MAINSPRING FLORA,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),BASADO EN INGREDIENTE ACTIVO DE: AZIRA N° SAG 1839 Y CHESS 50WG Nº SAG 1676,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e Ingestión,,Pedro Donoso Maslov,SYNGENTA S.A.,08/19/2020,08/19/2030,1557/2014,VIGENTE,NO APLICA
1893,BLENDEX ,INSECTICIDA,1000 Insecticida,Grasa(GS),,,III (Poco Peligroso),Moderadamente Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,08/06/2020,08/06/2030,1557/2014,VIGENTE,NO APLICA
1895,ACETAMIPRID 200 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistemico, contacto e ingestión",,ANDREAS GATHMANN,SUMITOMO CHEMICAL CHILE S.A.,10/21/2020,10/21/2030,3670/1999,VIGENTE,NO APLICA
1896,IMAXI,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),SI,,III (Poco Peligroso),Prácticamente No Tóxico,Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, contacto e ingestión",,RICARDO IHNEN BECKER,ROTAM DE CHILE AGROQUÍMICA LTDA.,10/21/2020,10/21/2030,1557/2014,VIGENTE,NO APLICA
1898,FASTAC DUO,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),MOSPILAN/FASTAC 100 EC,,III (Poco Peligroso),Altamente Tóxico,Moderadamente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y Contacto,,Claudio Betanzo Greco,BASF CHILE S.A.,11/13/2020,11/13/2030,3670/1999,VIGENTE,
1900,VERSYS,INSECTICIDA,1000 Insecticida,Concentrado Dispersable (DC),,,III (Poco Peligroso),Muy Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Claudio Betanzo Greco,BASF CHILE S.A.,11/30/2020,11/30/2030,1557/2014,VIGENTE,NO APLICA
1901,OVISPRAY,INSECTICIDA - FUNGICIDA - ACARICIDA - COADYUVANTE,1000 Insecticida,Concentrado Emulsionable (EC),ELF PURE SPRAY 15E (N°sag 1683),,II (Moderadamente Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Virtualmente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,,,Marin Baron de Montbe,TOTAL CHILE S.A.,12/14/2020,12/14/2030,1557/2014,VIGENTE,
1902,TIACLOPRID 480 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),"CLON DE BISMARCK, N° 1888",,II (Moderadamente Peligroso),Ligeramente Tóxico,Moderadamente Tóxico,Moderadamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Sistémico, contacto e ingestión",,CHRISTIAN ZWANZGER,AGROSPEC S.A.,02/03/2021,02/03/2031,1557/2014,VIGENTE,NO APLICA
1903,CARPOVIRUSINE EVO 2,INSECTICIDA MICROBIANO,1000 Insecticida,Suspensión Concentrada (SC),,,IV (Productos Que Normalmente No Ofrecen Peligro),No Tóxico,No Tóxico,No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Ingestión,Biológico microbiano,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,01/30/2021,01/30/2031,9074/2018,VIGENTE,
1904,PIRIPROXIFEN 100 EC,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),"CLON DE GALACTIC, N° 1871", ,II (Moderadamente Peligroso),Ligeramente Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,CHRISTIAN ZWANZGER,AGROSPEC S.A.,02/08/2021,02/08/2031,1557/2014,VIGENTE,NO APLICA
1905,BARRERA 9% GS,INSECTICIDA,1000 Insecticida,Grasa(GS),"CLON BLENDEX, SAG Nº 1893", ,III (Poco Peligroso),Moderadamente Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,03/04/2021,03/04/2031,1557/2014,VIGENTE,NO APLICA
1906,ESPIRODICLOFEN 240 SC,ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),CLON DE SPIRIDOR N°1876,CLON DE SPIRIDOR N°1876,II (Moderadamente Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,,CHRISTIAN ZWANZGER,AGROSPEC S.A.,03/08/2021,03/08/2031,1557/2014,VIGENTE,NO APLICA
1907,QUILATE 225 SL,INSECTICIDA,1000 Insecticida,Concentrado Soluble (SL),1852, ,II (Moderadamente Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Ligeramente Tóxico,INFLAMABLE,CORROSIVO,NO EXPLOSIVO,"Sistémico, contacto e ingestión",,FACUNDO GANIN,POINT INDUSTRIAL Y COMERCIAL CHILE S.A.,03/08/2021,03/08/2031,1557/2014,VIGENTE, 
1908,JUNO 45% WP,INSECTICIDA,1000 Insecticida,Polvo Mojable (WP),CLON DE KANDA N°1858,CLON DE KANDA N°1858,II (Moderadamente Peligroso),Moderadamente Tóxico,Moderadamente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y Contacto,,CHRISTIAN ZWANSGER R.,AGROSPEC S.A.,03/09/2021,03/09/2031,1557/2014,VIGENTE,NO APLICA
1909,MUTEKI,INSECTICIDA,1000 Insecticida,Concentrado Soluble (SL),NO APLICA,3645,II (Moderadamente Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,moduladores del receptor Insecticidas de Ryanodine,,GONZALO FERNÁNDEZ MAIZA,ISK BIOSCIENCES CORPORATION CHILE Y COMPAÑIA LIMITADA,05/27/2021,05/27/2031,1557/2014,VIGENTE,NO APLICA
1910,TEC-FORT,INSECTICIDA,1000 Insecticida,Concentrado Emulsionable (EC),NO APLICA,,II (Moderadamente Peligroso),Tóxico,No Tóxico,Altamente Tóxico,NO INFAMABLE,NO CORROSIVO,NO EXPLOSIVO,un rápido abatimiento paralizante característico de la piretrina I y el desarrollo de una interrupción típica de la piretrina II,,Emmanuel Baeza,INVERSIONES IBERFOL CHILE LTDA.,06/15/2021,06/15/3031,3670/1999,VIGENTE,NO APLICA
1911,CHEROKEE 250 FS,INSECTICIDA,1000 Insecticida,Suspensión Concentrada Para Tratamiento De Semillas (FS),,,II (Moderadamente Peligroso),Altamente Tóxico,Muy Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,FACUNDO GANIN,POINT INDUSTRIAL Y COMERCIAL CHILE S.A.,07/30/2021,07/30/2031,3670/1999,VIGENTE,
1912,OBERON,INSECTICIDA - ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),NO APLICA,,III (Poco Peligroso),Altamente Tóxico,Prácticamente No Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto y translaminar,,Gabriel Assandri,BAYER S.A.,10/29/2021,10/29/2031,1557/2014,VIGENTE,NO APLICA
1913,VAYEGO,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),NO APLICA,,II (Moderadamente Peligroso),Prácticamente No Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"interactúa en los receptores de la rianodina
contracción del músculo  y nervio",,Gabriel Assandri,BAYER S.A.,11/11/2021,11/11/2031,1557/2014,VIGENTE,NO APLICA
1914,DAVANTOR,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e ingestión,,Jorge Nitsche Meli,BASF CHILE S.A.,11/24/2021,11/24/2031,1557/2014,VIGENTE,NO APLICA
1915,RIAMBA,INSECTICIDA,1000 Insecticida,Concentrado Soluble (SL),"SIVANTO PRIME, Autorización SAG N°
1.887",,II (Moderadamente Peligroso),Prácticamente No Tóxico,Moderadamente Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"perteneciente a la nueva clase química Butenólidos, interactúa con los receptores nicotínicos de la acetilcolina del insecto (nAChR)",,Gabriel Assandri,BAYER S.A.,12/23/2021,12/23/2031,1557/2014,VIGENTE,NO APLICA
1917,QUILATE PLUS 45% WP,INSECTICIDA,1000 Insecticida,Polvo Mojable (WP),"QUILATE 700 WP, Autorización SAG N° 1.852 y a INVICTO 50 CS, Autorización SAG N° 1.833",,II (Moderadamente Peligroso),Moderadamente Tóxico,Moderadamente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,CORROSIVO,NO EXPLOSIVO,Sistémico y Contacto,,FACUNDO GANIN,POINT INDUSTRIAL Y COMERCIAL CHILE S.A.,12/30/2021,12/30/2031,1557/2014,VIGENTE,NO APLICA
1918,TURBINE,INSECTICIDA,1000 Insecticida,Granulado Hidrosoluble (SG),NO APLICA,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Levemente Tóxico,Ligeramente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,sistémico ,,Gonzalo Fernández Maiza,ISK BIOSCIENCES CORPORATION CHILE Y COMPAÑIA LIMITADA,12/30/2021,12/30/2031,1557/2014,VIGENTE,NO APLICA
1919,TWINGUARD RTU,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),NO APLICA,NO APLICA,IV (Productos Que Normalmente No Ofrecen Peligro),Moderadamente Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Contacto, sistémico, ingestión y translaminar",,Jorge Andrés Grau Nuñez,AGRO CORTEVA CHILE S.A,02/18/2022,02/18/2032,1557/2014,VIGENTE,NO APLICA
1920,ENTIGRIS,INSECTICIDA,1000 Insecticida,GRANULADO DISPERSABLE (WG),,,III (Poco Peligroso),Moderadamente Tóxico,Moderadamente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e Ingestión,,Felipe Schneider,BASF CHILE S.A.,10/16/2022,10/16/2032,1557/2014,VIGENTE,
1921,KINSTA,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),NO APLICA,NO APLICA,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,"Afecta a los receptores de ""Ryanodina""",,Gonzalo Vásquez,FMC QUÍMICA CHILE LTDA.,11/23/2022,11/23/2032,1557/2014,VIGENTE,
1922,MINECTO STAR,INSECTICIDA,1000 Insecticida,Granulado Dispersable (WG),,,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,Prácticamente No Tóxico,Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,,Pedro Donoso Maslov,SYNGENTA S.A.,12/30/2022,12/30/2032,1557/2014,VIGENTE,
1923,IMI 600 FS,INSECTICIDA,1000 Insecticida,Suspensión Concentrada Para Tratamiento De Semillas (FS),,,III (Poco Peligroso),Altamente Tóxico,Altamente Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico y Contacto,,CRISTIÁN MATÍAS KONEKAMP KÜSCH,UPL CHILE S.A.,11/27/2022,12/03/2030,1557/2014,VIGENTE,
1924,EXPANDER,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,III (Poco Peligroso),Muy Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e Ingestión,,Felipe Schneider,BASF CHILE S.A.,12/30/2022,12/30/2032,1557/2014,VIGENTE,
1925,METOXIFENOZID 240 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,II (Moderadamente Peligroso),Moderadamente Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Regulador de Crecimiento,,Christian Zwanzger,AGROSPEC S.A.,04/27/2023,04/27/3033,1557/2014,VIGENTE,
1926,STONG 480 SC,INSECTICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Altamente Tóxico,Prácticamente No Tóxico,Altamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Sistémico,Biológico microbiano,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,06/28/2023,06/28/2033,1557/2014,VIGENTE,
1927,BB-PROTEC,INSECTICIDA,1000 Insecticida,Polvo Mojable (WP),,,IV (Productos Que Normalmente No Ofrecen Peligro),Prácticamente No Tóxico,Prácticamente No Tóxico,Prácticamente No Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto,Biológico microbiano,Gabriel Ormeño Hofer ,ANASAC CHILE S.A.,06/28/2023,06/28/2033,9074/2018,VIGENTE,
1928,LAUDENTO 200 SC,INSECTICIDA - ACARICIDA,1000 Insecticida,Suspensión Concentrada (SC),,,IV (Productos Que Normalmente No Ofrecen Peligro),Muy Tóxico,Prácticamente No Tóxico,Moderadamente Tóxico,NO INFLAMABLE,NO CORROSIVO,NO EXPLOSIVO,Contacto e Ingestión,,Pedro Donoso M.,Syngenta S.A.,06/28/2023,06/28/2033,1557/2014,VIGENTE,
